NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,보증금(만원),층,건축년도,도로명,계약기간,주택유형,전체주소,주택매매가격(원),공시지가(원),위도,경도
6765,부산광역시 기장군 정관읍 달산리,1199,1199.0,0.0,정관센트럴파크,전세,84.73,202506,"22,000",9.0,2009.0,구연방곡로 10,202507~202707,아파트,부산광역시 기장군 정관읍 달산리 구연방곡로 10,280000000,190400000,35.3208722774513,129.185257823533
6778,부산광역시 연제구 연산동,1월 30일,30.0,1.0,대우,전세,84.962,202506,"24,000",2.0,2000.0,토곡남로 15,202507~202707,아파트,부산광역시 연제구 연산동 토곡남로 15,180000000,122400000,35.1808424143202,129.104366104872
6787,부산광역시 해운대구 우동,397-117,397.0,117.0,벽산금호,전세,49.95,202506,"8,500",12.0,1991.0,우동1로85번길 17,202507~202707,아파트,부산광역시 해운대구 우동 우동1로85번길 17,450000000,306000000,35.1674639540214,129.155669365516
6801,부산광역시 해운대구 재송동,1029,1029.0,0.0,센텀파미르,전세,84.0896,202506,"22,500",10.0,2009.0,해운대로61번길 56,202508~202708,아파트,부산광역시 해운대구 재송동 해운대로61번길 56,282000000,191760000,35.1941914731661,129.125591411416
6802,부산광역시 북구 만덕동,830-49,830.0,49.0,금정산센트럴포레,전세,59.92,202506,"21,000",23.0,2011.0,만덕1로 25-9,202507~202707,아파트,부산광역시 북구 만덕동 만덕1로 25-9,280000000,190400000,35.2135866505363,129.035128103305
6803,부산광역시 해운대구 중동,1821,1821.0,0.0,달맞이유림노르웨이숲,전세,73.9258,202506,"35,000",15.0,2017.0,달맞이길65번길 33,202509~202709,아파트,부산광역시 해운대구 중동 달맞이길65번길 33,535000000,363800000,35.1611826061236,129.173697603189
6849,부산광역시 사하구 신평동,1월 14일,14.0,1.0,청솔맨션,전세,46.2,202506,"4,500",1.0,1984.0,장평로 336,202507~202707,아파트,부산광역시 사하구 신평동 장평로 336,52000000,35360000,35.0944593974558,128.976831112005
6851,부산광역시 금정구 남산동,May.51,51.0,5.0,남산미네르빌,전세,60.497,202506,"9,000",14.0,2003.0,중앙대로 2086-2,202507~202707,아파트,부산광역시 금정구 남산동 중앙대로 2086-2,110000000,74800000,35.27057639964,129.093000719489
6895,부산광역시 부산진구 부암동,Mar.63,63.0,3.0,쌍용스윗닷홈스카이,전세,84.98,202506,"23,000",14.0,2007.0,시민공원로 11,202507~202707,아파트,부산광역시 부산진구 부암동 시민공원로 11,510000000,346800000,35.1634984252679,129.050697797136
6902,부산광역시 부산진구 당감동,128-2,128.0,2.0,벽산블루밍,전세,84.862,202506,"23,000",6.0,2006.0,마철로 98,202508~202708,아파트,부산광역시 부산진구 당감동 마철로 98,310000000,210800000,35.1583026129361,129.040329630606
6909,부산광역시 부산진구 양정동,145-5,145.0,5.0,시청역중앙하이츠,전세,44.05,202506,"6,000",20.0,2024.0,중앙대로 974,202506~202706,아파트,부산광역시 부산진구 양정동 중앙대로 974,345810000,235150800,35.1762042121794,129.074232549315
6922,부산광역시 부산진구 전포동,362-62,362.0,62.0,한웅인터빌,전세,35.16,202506,"6,500",6.0,2004.0,전포대로 162,202506~202706,아파트,부산광역시 부산진구 전포동 전포대로 162,47000000,31960000,35.1511403133789,129.065900509831
6942,부산광역시 북구 화명동,733,733.0,0.0,화명현대,전세,99.98,202506,"28,000",5.0,1999.0,화명대로 87,202506~202706,아파트,부산광역시 북구 화명동 화명대로 87,303000000,206040000,35.2351114770405,129.017222935657
6947,부산광역시 북구 덕천동,406,406.0,0.0,한성,전세,42.35,202506,"5,500",3.0,1983.0,만덕대로142번길 32,202506~202706,아파트,부산광역시 북구 덕천동 만덕대로142번길 32,85000000,57800000,35.2118384951577,129.019785935574
6954,부산광역시 해운대구 우동,1196-12,1196.0,12.0,센텀엘카사,전세,51.9046,202506,"23,000",16.0,2018.0,해운대로394번길 23,202507~202707,아파트,부산광역시 해운대구 우동 해운대로394번길 23,280000000,190400000,35.1665181932517,129.138752681692
6971,부산광역시 사상구 모라동,1361,1361.0,0.0,모라동원타운,전세,84.97,202506,"17,500",13.0,1989.0,백양대로 879,202509~202709,아파트,부산광역시 사상구 모라동 백양대로 879,205000000,139400000,35.1840225616711,128.989928866593
6980,부산광역시 사상구 엄궁동,680-1,680.0,1.0,코오롱,전세,59.94,202506,"14,000",17.0,1999.0,엄궁로 142,202508~202708,아파트,부산광역시 사상구 엄궁동 엄궁로 142,180000000,122400000,35.1260755149312,128.978290600651
7020,부산광역시 사하구 괴정동,550-12,550.0,12.0,삼익,전세,78.31,202506,"8,000",8.0,1978.0,낙동대로 287,202507~202707,아파트,부산광역시 사하구 괴정동 낙동대로 287,435600000,296208000,35.0990770474475,128.985521112674
7057,부산광역시 남구 문현동,Mar.95,95.0,3.0,문현파크,전세,46.44,202506,"9,000",3.0,1985.0,진남로 168,202507~202707,아파트,부산광역시 남구 문현동 진남로 168,99000000,67320000,35.1417392102879,129.079125377602
7082,부산광역시 동래구 온천동,182-7,182.0,7.0,KH파인우스,전세,46.3435,202506,"17,000",16.0,2019.0,온천장로 75,202507~202707,아파트,부산광역시 동래구 온천동 온천장로 75,130000000,88400000,35.2181219804406,129.081970776065
7093,부산광역시 부산진구 양정동,406-6,406.0,6.0,부원맨션,전세,54.42,202506,"17,200",5.0,1984.0,중앙대로941번길 11,202507~202706,아파트,부산광역시 부산진구 양정동 중앙대로941번길 11,172000000,116960000,35.1739007577851,129.071327169678
7102,부산광역시 부산진구 연지동,376-8,376.0,8.0,삼익아파트,전세,109.48,202506,"19,000",3.0,1978.0,새싹로 149,202508~202708,아파트,부산광역시 부산진구 연지동 새싹로 149,324000000,220320000,35.1691530374997,129.049463163175
7114,부산광역시 부산진구 당감동,May.71,71.0,5.0,홍림로얄뷰,전세,67.07,202506,"18,000",5.0,2015.0,신천대로183번길 64-15,202507~202707,아파트,부산광역시 부산진구 당감동 신천대로183번길 64-15,236000000,160480000,35.1575642820681,129.047836821016
7131,부산광역시 기장군 일광읍 이천리,921-1,921.0,1.0,가화일광타워,전세,59.8905,202506,"16,000",14.0,2011.0,이천10길 37,202506~202706,아파트,부산광역시 기장군 일광읍 이천리 이천10길 37,265000000,180200000,35.2694052473581,129.234891836245
7136,부산광역시 사상구 주례동,221-1,221.0,1.0,주례센텀,전세,59.9673,202506,"17,010",-1.0,2014.0,백양대로 372-37,202504~202704,아파트,부산광역시 사상구 주례동 백양대로 372-37,215000000,146200000,35.1547135677379,129.010827580331
7140,부산광역시 수영구 광안동,139-1,139.0,1.0,금잔디,전세,71.09,202506,"15,000",2.0,1979.0,광안로7번길 42,202508~202707,아파트,부산광역시 수영구 광안동 광안로7번길 42,360000000,244800000,35.1590277097033,129.114912482691
7151,부산광역시 수영구 광안동,1078-1,1078.0,1.0,송파지오스V,전세,81.65,202506,"15,000",12.0,2004.0,수영로 665,202507~202707,아파트,부산광역시 수영구 광안동 수영로 665,289000000,196520000,35.1651312353296,129.114343095328
7174,부산광역시 기장군 기장읍 대라리,126-2,126.0,2.0,담덕기장센텀,전세,72.74,202506,"13,000",4.0,2014.0,차성동로45번길 31,202508~202708,아파트,부산광역시 기장군 기장읍 대라리 차성동로45번길 31,147000000,99960000,35.2416188400121,129.214935769522
7196,부산광역시 수영구 남천동,323,323.0,0.0,엑슬루타워,전세,128.2,202506,"60,000",9.0,2012.0,황령대로473번길 15,202506~202706,아파트,부산광역시 수영구 남천동 황령대로473번길 15,740000000,503200000,35.1399316610651,129.106487767528
7233,부산광역시 북구 금곡동,1885,1885.0,0.0,화명리버빌2차,전세,82.63,202506,"22,000",5.0,2003.0,화명신도시로 244,202507~202707,아파트,부산광역시 북구 금곡동 화명신도시로 244,257000000,174760000,35.2461885230218,129.011659906096
7284,부산광역시 사하구 괴정동,955-4,955.0,4.0,IDS아델하임,전세,49.55,202506,"14,000",5.0,2017.0,사하로 182,202507~202707,아파트,부산광역시 사하구 괴정동 사하로 182,167500000,113900000,35.0979913358325,128.994459889047
7333,부산광역시 부산진구 당감동,109-1,109.0,1.0,태화현대1,전세,84.77,202506,"22,000",2.0,1996.0,가야대로 635-20,202507~202707,아파트,부산광역시 부산진구 당감동 가야대로 635-20,200000000,136000000,35.156984699411,129.042257249023
7338,부산광역시 중구 중앙동4가,19,19.0,0.0,서린엘마르센트로뷰,전세,56.1841,202506,"28,000",24.0,2021.0,대교로 157,202507~202707,아파트,부산광역시 중구 중앙동4가 대교로 157,356000000,242080000,35.1040994512517,129.037184540103
7348,부산광역시 동구 좌천동,1170,1170.0,0.0,좌천서린엘마르더뷰,전세,59.8947,202506,"18,500",6.0,2018.0,망양로 850,202507~202706,아파트,부산광역시 동구 좌천동 망양로 850,270000000,183600000,35.1358411351987,129.04739977759
7397,부산광역시 해운대구 중동,718-6,718.0,6.0,해운대신시가지경동메르빌,전세,115.1516,202506,"36,500",9.0,2005.0,해운대로774번길 30,202509~202709,아파트,부산광역시 해운대구 중동 해운대로774번길 30,548000000,372640000,35.1673994425735,129.17585170823
7419,부산광역시 수영구 남천동,255,255.0,0.0,남천파크,전세,84.99,202506,"20,000",2.0,1983.0,수영로384번길 7,202508~202708,아파트,부산광역시 수영구 남천동 수영로384번길 7,660000000,448800000,35.1403319628361,129.107948064073
7436,부산광역시 연제구 거제동,1475,1475.0,0.0,쌍용,전세,59.991,202506,"32,000",17.0,2002.0,법원북로 13,202507~202707,아파트,부산광역시 연제구 거제동 법원북로 13,745000000,506600000,35.1937185677886,129.068928069495
7454,부산광역시 금정구 구서동,420-12,420.0,12.0,유림노르웨이아침,전세,50.49,202506,"9,800",10.0,2004.0,중앙대로 1799,202506~202706,아파트,부산광역시 금정구 구서동 중앙대로 1799,343000000,233240000,35.2449047608091,129.092759502825
7461,부산광역시 금정구 구서동,420-35,420.0,35.0,구서동삼백크라시앙,전세,84.81,202506,"22,000",6.0,2004.0,중앙대로1805번길 6,202506~202706,아파트,부산광역시 금정구 구서동 중앙대로1805번길 6,240000000,163200000,35.2452444866841,129.092655641956
7465,부산광역시 해운대구 좌동,1438,1438.0,0.0,대우2,전세,84.962,202506,"28,000",13.0,1998.0,좌동순환로 275,202507~202707,아파트,부산광역시 해운대구 좌동 좌동순환로 275,309000000,210120000,35.1724530764883,129.183227515649
7479,부산광역시 사하구 하단동,888-4,888.0,4.0,오현리버뷰,전세,49.86,202506,"14,500",8.0,2017.0,하신번영로 298,202507~202707,아파트,부산광역시 사하구 하단동 하신번영로 298,170000000,115600000,35.1074228887822,128.958920350424
7537,부산광역시 수영구 민락동,780,780.0,0.0,e편한세상오션테라스1단지,전세,84.9275,202506,"45,000",17.0,2020.0,광안해변로326번길 10,202507~202707,아파트,부산광역시 수영구 민락동 광안해변로326번길 10,880000000,598400000,35.1560922571174,129.128683849328
7544,부산광역시 기장군 기장읍 대라리,971,971.0,0.0,금강궁전,전세,50.88,202506,"5,900",14.0,1994.0,차성남로 13-6,202506~202706,아파트,부산광역시 기장군 기장읍 대라리 차성남로 13-6,76000000,51680000,35.2417403284754,129.209746291207
7545,부산광역시 기장군 정관읍 용수리,1403,1403.0,0.0,정관신도시한진해모로,전세,109.6398,202506,"29,000",8.0,2008.0,정관로 548,202507~202707,아파트,부산광역시 기장군 정관읍 용수리 정관로 548,400000000,272000000,35.3224848115304,129.172829068827
7566,부산광역시 해운대구 우동,333,333.0,0.0,협성프라임빌,전세,76.7051,202506,"20,000",17.0,2005.0,우동2로 93,202507~202607,아파트,부산광역시 해운대구 우동 우동2로 93,330000000,224400000,35.1713942440078,129.15488694286
7601,부산광역시 동래구 명장동,461-1,461.0,1.0,명장일양타운,전세,100.01,202506,"18,000",13.0,1992.0,명장로63번다길 6,202506~202706,아파트,부산광역시 동래구 명장동 명장로63번다길 6,300000000,204000000,35.2077681885416,129.105708677327
7655,부산광역시 북구 만덕동,216-7,216.0,7.0,그린코아,전세,84.69,202506,"12,000",14.0,1991.0,덕천로234번길 47,202509~202709,아파트,부산광역시 북구 만덕동 덕천로234번길 47,200000000,136000000,35.2074079470518,129.030722714168
7660,부산광역시 동래구 온천동,100-13,100.0,13.0,래미안포레스티지,전세,84.9849,202506,"49,500",28.0,2024.0,금강로131번길 41,202508~202708,아파트,부산광역시 동래구 온천동 금강로131번길 41,1125000000,765000000,35.2191047104177,129.078477933266
7680,부산광역시 해운대구 우동,977,977.0,0.0,대우마리나3,전세,84.51,202506,"27,000",3.0,1994.0,해운대해변로 115,202509~202709,아파트,부산광역시 해운대구 우동 해운대해변로 115,970000000,659600000,35.1620496306781,129.145118731208
7684,부산광역시 연제구 거제동,600,600.0,0.0,월드파크3,전세,73.1825,202506,"21,000",3.0,2016.0,거제시장로 20,202507~202707,아파트,부산광역시 연제구 거제동 거제시장로 20,310000000,210800000,35.1813332352277,129.071532482407
7689,부산광역시 수영구 민락동,336-36,336.0,36.0,수영만아이파크,전세,84.971,202506,"30,000",17.0,2006.0,광안해변로 448,202507~202707,아파트,부산광역시 수영구 민락동 광안해변로 448,710000000,482800000,35.1619333343148,129.129928495542
7705,부산광역시 사상구 덕포동,386-3,386.0,3.0,덕포동벽산블루밍,전세,84.9595,202506,"20,000",11.0,2006.0,사상로342번길 39,202507~202707,아파트,부산광역시 사상구 덕포동 사상로342번길 39,342000000,232560000,35.1753871522419,128.987235551857
7726,부산광역시 금정구 구서동,182-10,182.0,10.0,동보2차,전세,150.975,202506,"20,000",6.0,2000.0,안뜰로7번길 2,202506~202706,아파트,부산광역시 금정구 구서동 안뜰로7번길 2,300000000,204000000,35.2549412744911,129.092648752539
7738,부산광역시 금정구 장전동,521-62,521.0,62.0,금정산한신,전세,59.925,202506,"16,200",15.0,1997.0,소정로 39,202506~202706,아파트,부산광역시 금정구 장전동 소정로 39,180000000,122400000,35.2282227490127,129.079714337557
7741,부산광역시 사하구 신평동,11월 6일,11.0,6.0,신평협성엠파이어,전세,80.2015,202506,"19,500",8.0,2012.0,장평로 339,202508~202708,아파트,부산광역시 사하구 신평동 장평로 339,274000000,186320000,35.0948388668918,128.975787766682
7744,부산광역시 금정구 구서동,465-2,465.0,2.0,산들마을,전세,45.1628,202506,"13,600",6.0,2017.0,금정로219번길 3,202507~202706,아파트,부산광역시 금정구 구서동 금정로219번길 3,156000000,106080000,35.2435681105779,129.089776682354
7770,부산광역시 해운대구 중동,1829,1829.0,0.0,엘시티,전세,186.0063,202506,"145,000",65.0,2019.0,달맞이길 30,202507~202907,아파트,부산광역시 해운대구 중동 달맞이길 30,3350000000,2278000000,35.1613327099223,129.168013841974
7774,부산광역시 해운대구 중동,1199-5,1199.0,5.0,해운대비치베르빌,전세,84.99,202506,"22,000",20.0,2005.0,해운대해변로 348,202507~202707,아파트,부산광역시 해운대구 중동 해운대해변로 348,465000000,316200000,35.1627876700991,129.168226397893
