"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-18 ~ 2025-08-17"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 부산광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"1334","부산광역시 사상구 엄궁동","2**","단독","8m미만","115.70","123.00","202410","15","35,400","개인","개인","1978","엄궁북로4번길","-","중개거래","부산 사상구"
"1335","부산광역시 부산진구 범전동","3*","단독","8m미만","56.20","244.00","202410","15","134,000","개인","개인","1965","범양로32번길","20241113","중개거래","부산 부산진구"
"1336","부산광역시 부산진구 범전동","3*","단독","8m미만","123.00","244.00","202410","15","134,000","개인","개인","1965","범양로32번길","-","중개거래","부산 부산진구"
"1337","부산광역시 남구 감만동","1**","단독","8m미만","61.82","116.00","202410","15","13,168","개인","개인","2020","우암로70번길","-","중개거래","부산 연제구"
"1338","부산광역시 강서구 봉림동","3**","단독","8m미만","60.03","314.00","202410","15","28,000","개인","개인","2018","가락대로1397번길","-","중개거래","부산 강서구"
"1339","부산광역시 서구 초장동","5*","단독","8m미만","64.26","52.90","202410","15","13,500","개인","개인","1939","구덕로143번길","-","중개거래","부산 서구"
"1340","부산광역시 금정구 서동","3**","단독","8m미만","76.73","50.00","202410","15","10,000","개인","개인","1981","서동로134번길","-","직거래","-"
"1341","부산광역시 사상구 엄궁동","2**","단독","8m미만","115.70","123.00","202410","15","35,590","개인","개인","1978","엄궁북로4번길","20250109","중개거래","부산 사상구"
"1342","부산광역시 영도구 청학동","4**","단독","8m미만","44.10","17.00","202410","14","8,000","개인","개인","1985","청학북로34번길","-","중개거래","부산 영도구"
"1343","부산광역시 서구 아미동2가","7*","단독","12m미만","88.03","136.90","202410","14","22,000","개인","개인","1979","까치고개로198번길","-","중개거래","부산 서구"
"1344","부산광역시 사하구 장림동","6**","단독","12m미만","171.10","68.00","202410","14","20,000","개인","개인","1974","장림시장5길","-","직거래","-"
"1345","부산광역시 금정구 서동","1**","단독","8m미만","108.30","132.00","202410","14","15,000","개인","개인","1979","금사로","-","중개거래","부산 금정구"
"1346","부산광역시 동구 초량동","7**","단독","8m미만","68.13","96.00","202410","14","6,900","개인","개인","1985","홍곡남로53번길","-","직거래","-"
"1347","부산광역시 사하구 하단동","5**","단독","8m미만","38.41","132.00","202410","14","13,000","개인","개인","1967","동매로44번길","-","중개거래","부산 부산진구"
"1348","부산광역시 기장군 일광읍 칠암리","7*","단독","8m미만","100.95","350.00","202410","14","21,000","개인","개인","1971","칠암3길","-","중개거래","부산 기장군"
"1349","부산광역시 사상구 주례동","6**","다가구","8m미만","112.71","118.20","202410","14","22,000","개인","개인","1977","사상로46번길","-","중개거래","부산 사상구"
"1350","부산광역시 영도구 청학동","4**","단독","8m미만","44.10","17.00","202410","14","7,950","개인","개인","1985","청학북로34번길","20241031","중개거래","부산 영도구"
"1351","부산광역시 기장군 기장읍 대변리","4**","단독","25m미만","92.08","89.00","202410","14","94,500","개인","개인","1988","기장해안로","-","중개거래","부산 기장군"
"1352","부산광역시 기장군 기장읍 만화리","2**","단독","8m미만","80.32","585.00","202410","13","47,000","개인","개인","1936","동서길","-","직거래","-"
"1353","부산광역시 사상구 모라동","6**","단독","8m미만","72.73","132.20","202410","12","20,000","개인","개인","1977","사상로519번길","-","중개거래","부산 사상구"
"1354","부산광역시 강서구 봉림동","9**","단독","8m미만","405.72","657.00","202410","12","80,000","법인","개인","1996","가락대로1191번길","-","중개거래","부산 강서구"
"1355","부산광역시 금정구 서동","1**","단독","12m미만","97.84","115.70","202410","12","27,500","개인","법인","1975","서부로30번길","20250109","중개거래","부산 금정구"
"1356","부산광역시 사하구 감천동","5**","단독","8m미만","130.88","218.00","202410","12","14,000","개인","개인","1978","감천로109번길","-","직거래","-"
"1357","부산광역시 부산진구 전포동","5**","단독","8m미만","107.93","80.00","202410","11","77,440","기타","개인","1976","황령대로98번길","-","직거래","-"
"1358","부산광역시 부산진구 개금동","4**","단독","12m미만","26.45","23.00","202410","11","7,377","법인","법인","1960","","-","직거래","-"
"1359","부산광역시 기장군 정관읍 방곡리","4**","다가구","12m미만","314.67","210.70","202410","11","63,000","공공기관","개인","2012","방곡5로","-","중개거래","부산 기장군"
"1360","부산광역시 사하구 감천동","2*","단독","8m미만","72.93","98.00","202410","11","4,500","개인","개인","1985","감내1로10번길","-","중개거래","부산 사하구"
"1361","부산광역시 기장군 철마면 구칠리","1**","단독","8m미만","97.13","298.00","202410","11","20,000","개인","개인","1941","상신리길","-","중개거래","부산 기장군"
"1362","부산광역시 강서구 신호동","2**","다가구","8m미만","332.76","233.90","202410","11","73,000","기타","개인","2009","신호산단4로76번길","-","중개거래","부산 남구"
"1363","부산광역시 남구 문현동","1*","다가구","8m미만","151.80","152.00","202410","11","51,160","개인","개인","1969","고동골로111번길","-","중개거래","부산 남구, 부산 부산진구"
"1364","부산광역시 강서구 동선동","2**","단독","8m미만","64.91","266.00","202410","11","34,900","개인","개인","2014","동선길","-","중개거래","부산 강서구"
"1365","부산광역시 연제구 연산동","5**","단독","12m미만","190.97","180.40","202410","11","108,000","개인","개인","1977","세병로","-","중개거래","부산 연제구"
"1366","부산광역시 기장군 정관읍 달산리","1***","다가구","12m미만","339.87","226.90","202410","10","104,000","개인","개인","2018","달산4길","-","중개거래","부산 기장군"
"1367","부산광역시 수영구 망미동","2**","단독","8m미만","49.59","102.10","202410","10","31,000","법인","개인","1975","망미번영로98번길","-","직거래","-"
"1368","부산광역시 남구 대연동","1***","단독","8m미만","27.27","88.43","202410","10","27,000","개인","개인","2003","전선등로71번길","-","중개거래","부산 남구"
"1369","부산광역시 사하구 당리동","3**","단독","25m미만","123.57","156.00","202410","10","40,000","개인","개인","1983","괴정로","-","직거래","-"
"1370","부산광역시 부산진구 가야동","1*","단독","12m미만","163.78","116.00","202410","10","20,000","개인","개인","1976","가야대로668번길","-","중개거래","부산 연제구"
"1371","부산광역시 강서구 녹산동","5*","단독","8m미만","29.75","92.00","202410","10","8,500","개인","개인","1997","낙동남로","-","중개거래","부산 강서구"
"1372","부산광역시 해운대구 우동","3**","단독","8m미만","64.13","142.00","202410","09","85,000","개인","개인","1972","우동1로20번가길","-","중개거래","부산 해운대구"
"1373","부산광역시 해운대구 우동","2**","단독","8m미만","97.52","169.00","202410","08","97,000","개인","개인","1974","우동2로30번길","-","중개거래","부산 해운대구"
"1374","부산광역시 사상구 모라동","4**","단독","8m미만","88.45","148.00","202410","08","25,300","개인","개인","1990","모라로110번길","-","중개거래","부산 사상구"
"1375","부산광역시 사상구 괘법동","2**","단독","8m미만","54.88","99.00","202410","08","15,000","개인","개인","1971","사상로250번길","-","중개거래","부산 사상구"
"1376","부산광역시 부산진구 가야동","4**","단독","25m미만","110.45","68.00","202410","08","53,000","개인","법인","1994","엄광로","-","중개거래","부산 부산진구"
"1377","부산광역시 기장군 일광읍 이천리","8**","단독","12m미만","61.33","81.60","202410","08","29,500","개인","개인","2002","이천1길","-","중개거래","부산 기장군"
"1378","부산광역시 기장군 일광읍 동백리","1**","단독","8m미만","70.00","69.00","202410","08","8,300","개인","개인","1993","동백길","-","직거래","-"
"1379","부산광역시 서구 암남동","산1*","단독","8m미만","31.50","50.00","202410","07","800","개인","개인","","천해로13번라길","-","중개거래","부산 사하구"
"1380","부산광역시 사하구 괴정동","5**","단독","25m미만","128.56","208.90","202410","07","76,000","개인","개인","1978","괴정로","-","중개거래","부산 사하구"
"1381","부산광역시 사하구 장림동","6**","단독","8m미만","57.06","32.00","202410","07","7,000","개인","개인","1981","장림시장5길","-","직거래","-"
"1382","부산광역시 영도구 신선동3가","1**","단독","8m미만","60.00","20.00","202410","07","9,500","개인","개인","1900","영마루길","-","직거래","-"
"1383","부산광역시 사상구 덕포동","1**","단독","8m미만","91.00","91.25","202410","07","13,000","개인","개인","1983","강선로22번길","-","중개거래","부산 사상구"
"1384","부산광역시 사상구 주례동","2**","다가구","8m미만","199.56","162.20","202410","07","32,000","개인","개인","1988","양지로24번길","-","중개거래","부산 사상구"
"1385","부산광역시 서구 동대신동2가","8*","단독","25m미만","147.28","71.00","202410","07","15,500","개인","개인","1995","망양로175번길","-","중개거래","부산 서구"
"1386","부산광역시 기장군 장안읍 길천리","1**","단독","8m미만","55.00","169.00","202410","07","16,000","개인","개인","1971","길천2길","-","직거래","-"
"1387","부산광역시 기장군 철마면 고촌리","6**","단독","12m미만","385.06","259.70","202410","06","106,000","개인","개인","2018","고촌로34번길","-","중개거래","부산 수영구"
"1388","부산광역시 사하구 장림동","6**","단독","8m미만","114.68","32.00","202410","06","12,000","개인","개인","1992","장림시장6길","-","중개거래","부산 사하구"
"1389","부산광역시 해운대구 반송동","2**","단독","8m미만","132.66","50.00","202410","06","8,350","개인","개인","1992","아랫반송로29번길","-","중개거래","부산 해운대구"
"1390","부산광역시 금정구 부곡동","3**","단독","8m미만","98.10","94.90","202410","05","47,900","개인","법인","1983","오시게로58번길","-","중개거래","부산 금정구"
"1391","부산광역시 동구 초량동","8**","단독","8m미만","49.59","30.00","202410","05","2,500","개인","개인","1999","망양로533번길","20241105","중개거래","부산 동구"
"1392","부산광역시 남구 문현동","7**","단독","8m미만","37.00","23.50","202410","05","30,000","개인","개인","1985","전포대로67번가길","-","중개거래","부산 남구"
"1393","부산광역시 연제구 연산동","4**","단독","12m미만","131.30","132.80","202410","04","32,000","개인","개인","1981","과정로192번길","-","중개거래","부산 연제구"
"1394","부산광역시 부산진구 가야동","4**","단독","8m미만","54.55","102.00","202410","04","45,130","개인","개인","1967","대학로55번길","-","중개거래","부산 부산진구"
"1395","부산광역시 해운대구 우동","4**","다가구","8m미만","250.85","244.00","202410","04","188,607","법인","개인","1989","우동1로49번가길","-","직거래","-"
"1396","부산광역시 영도구 영선동4가","1***","단독","8m미만","26.40","46.00","202410","04","8,000","법인","개인","1900","흰여울길","-","중개거래","부산 부산진구"
"1397","부산광역시 부산진구 초읍동","5**","단독","8m미만","161.07","149.00","202410","04","33,500","개인","개인","1978","성지로51번가길","-","직거래","-"
"1398","부산광역시 북구 만덕동","3**","다가구","8m미만","98.77","102.00","202410","04","18,000","개인","개인","1996","중리로3번길","-","중개거래","부산 북구"
"1399","부산광역시 수영구 민락동","3**","단독","8m미만","267.44","423.00","202410","04","420,000","법인","개인","1978","감포로8번길","-","직거래","-"
"1400","부산광역시 영도구 봉래동5가","1**","다가구","8m미만","155.81","144.00","202410","04","12,200","개인","개인","1992","봉래길","-","직거래","-"
"1401","부산광역시 북구 구포동","7**","다가구","8m미만","148.59","158.00","202410","04","17,500","개인","개인","1983","시랑로62번길","-","중개거래","부산 북구"
"1402","부산광역시 영도구 봉래동5가","1**","다가구","8m미만","155.81","144.00","202410","04","12,200","개인","개인","1992","봉래길","-","직거래","-"
"1403","부산광역시 서구 서대신동3가","3*","단독","25m미만","275.36","158.00","202410","04","43,000","개인","개인","1991","시약로","-","직거래","-"
"1404","부산광역시 중구 영주동","*","단독","8m미만","120.30","109.00","202410","04","12,000","개인","개인","1989","초량상로","-","직거래","-"
"1405","부산광역시 부산진구 양정동","3**","단독","12m미만","282.84","129.90","202410","04","95,820","법인","개인","1994","거제대로72번길","-","직거래","-"
"1406","부산광역시 금정구 서동","3**","다가구","8m미만","100.80","40.00","202410","04","14,750","개인","개인","1991","서동로134번길","-","중개거래","부산 금정구"
"1407","부산광역시 부산진구 가야동","3**","단독","8m미만","97.24","99.00","202410","04","44,300","개인","개인","1985","대학로25번길","-","중개거래","부산 부산진구"
"1408","부산광역시 영도구 동삼동","5**","단독","8m미만","113.15","134.00","202410","04","11,000","개인","개인","1984","중리북로29번길","-","중개거래","경남 양산시"
"1409","부산광역시 부산진구 부전동","3**","단독","-","87.74","47.60","202410","03","24,000","개인","개인","1972","새싹로14번길","-","중개거래","부산 서구"
"1410","부산광역시 남구 문현동","7**","단독","8m미만","23.30","9.90","202410","03","32,000","개인","개인","1985","문현금융로","-","중개거래","부산 남구"
"1411","부산광역시 동구 수정동","4**","단독","8m미만","128.12","121.00","202410","03","8,560","개인","개인","1989","망양로821번길","20250213","중개거래","부산 동구"
"1412","부산광역시 동구 수정동","4**","단독","8m미만","60.56","93.00","202410","03","3,100","개인","개인","1962","수정공원북로3번길","-","중개거래","부산 동구"
"1413","부산광역시 해운대구 반송동","2**","다가구","8m미만","132.66","50.00","202410","03","10,000","개인","개인","2004","아랫반송로21번길","-","중개거래","부산 해운대구"
"1414","부산광역시 남구 감만동","2**","단독","8m미만","100.96","126.00","202410","02","15,752","개인","개인","1975","우암로52번길","-","중개거래","부산 남구"
"1415","부산광역시 사하구 괴정동","5**","단독","8m미만","128.23","150.30","202410","02","38,000","개인","개인","1978","장평로443번길","-","중개거래","부산 사하구"
"1416","부산광역시 영도구 영선동1가","1**","단독","25m미만","45.45","40.70","202410","02","15,000","기타","개인","1976","꿈나무길","-","중개거래","부산 영도구"
"1417","부산광역시 부산진구 가야동","4**","단독","12m미만","203.36","105.00","202410","02","52,500","개인","개인","1988","대학로","-","중개거래","부산 부산진구"
"1418","부산광역시 사하구 감천동","1*","단독","8m미만","17.40","26.00","202410","02","900","법인","개인","1985","옥천로101번길","-","직거래","-"
"1419","부산광역시 해운대구 우동","4**","단독","8m미만","62.80","345.00","202410","02","262,828","법인","개인","1974","우동1로49번가길","-","직거래","-"
"1420","부산광역시 금정구 서동","2**","다가구","8m미만","114.41","142.00","202410","02","41,300","개인","개인","1977","서동중심로51번길","-","중개거래","부산 금정구"
"1421","부산광역시 사상구 주례동","1**","단독","12m미만","228.40","65.00","202410","02","9,000","공공기관","개인","2000","냉정로","-","직거래","-"
"1422","부산광역시 사상구 주례동","6*","단독","8m미만","164.62","109.00","202410","02","52,524","공공기관","개인","1975","가야대로360번길","-","직거래","-"
"1423","부산광역시 남구 문현동","5*","단독","8m미만","39.60","119.00","202410","02","41,000","개인","개인","1990","고동골로125번길","-","중개거래","부산 남구, 부산 부산진구"
"1424","부산광역시 남구 문현동","4**","단독","8m미만","110.55","159.00","202410","02","50,509","개인","개인","1975","수영로13번길","-","중개거래","부산 부산진구, 부산 연제구"
"1425","부산광역시 해운대구 중동","7**","다가구","12m미만","158.50","214.00","202410","02","120,000","개인","개인","1990","좌동순환로468번길","-","직거래","-"
"1426","부산광역시 연제구 연산동","2***","단독","8m미만","118.20","114.00","202410","02","30,000","개인","개인","1975","쌍미천로52번길","20241226","중개거래","부산 연제구"
"1427","부산광역시 금정구 장전동","5**","단독","8m미만","170.68","453.00","202410","02","85,000","개인","개인","1979","금샘로17번안길","-","중개거래","부산 금정구"
"1428","부산광역시 부산진구 전포동","3**","단독","12m미만","61.48","52.60","202410","01","63,500","개인","개인","1969","서전로68번길","20241021","중개거래","부산 부산진구"
"1429","부산광역시 부산진구 범전동","7*","단독","8m미만","48.26","67.00","202410","01","60,500","개인","개인","1974","범양로50번길","-","중개거래","부산 동래구, 부산 부산진구"
"1430","부산광역시 부산진구 전포동","3**","단독","12m미만","61.48","52.60","202410","01","63,500","개인","개인","1969","서전로68번길","-","중개거래","부산 부산진구"
"1431","부산광역시 부산진구 가야동","4**","단독","8m미만","61.42","145.00","202410","01","53,000","개인","개인","1971","대학로61번길","-","중개거래","부산 부산진구"
"1432","부산광역시 동래구 안락동","4**","단독","12m미만","152.92","151.10","202410","01","45,000","개인","개인","1983","명안로26번길","-","중개거래","부산 동래구"
"1433","부산광역시 수영구 광안동","1***","단독","8m미만","66.12","146.80","202410","01","48,000","개인","개인","1973","연수로336번길","-","중개거래","부산 수영구"
"1434","부산광역시 북구 구포동","1***","다가구","8m미만","197.05","137.80","202409","30","17,000","법인","개인","1992","시랑로163번길","-","중개거래","부산 북구"
"1435","부산광역시 연제구 연산동","1**","단독","8m미만","103.87","105.10","202409","30","47,000","기타","개인","1978","고분로254번길","-","직거래","-"
"1436","부산광역시 사상구 모라동","2**","단독","12m미만","117.19","118.00","202409","30","27,000","개인","개인","1977","사상로525번길","-","직거래","-"
"1437","부산광역시 영도구 신선동3가","8*","단독","25m이상","89.54","182.00","202409","30","25,000","개인","개인","1992","하나길","20241030","직거래","-"
"1438","부산광역시 영도구 신선동3가","8*","단독","25m이상","89.54","205.00","202409","30","25,000","개인","개인","1992","하나길","-","직거래","-"
"1439","부산광역시 서구 남부민동","9*","단독","8m미만","13.70","36.00","202409","30","1,550","개인","법인","1985","천마로131번길","-","직거래","-"
"1440","부산광역시 기장군 기장읍 내리","7**","단독","12m미만","101.52","130.05","202409","30","31,840","개인","개인","2016","소정안길","-","직거래","-"
"1441","부산광역시 연제구 연산동","2***","단독","8m미만","132.38","159.30","202409","30","54,500","개인","개인","1975","배산북로23번길","20250401","중개거래","부산 동래구"
"1442","부산광역시 남구 문현동","3**","단독","8m미만","49.59","245.00","202409","30","65,000","개인","개인","1977","고동골로59번길","-","중개거래","부산 남구"
"1443","부산광역시 남구 문현동","7**","단독","8m미만","69.40","30.10","202409","30","34,800","개인","개인","1985","자유평화로59번길","20241210","중개거래","부산 남구, 부산 동래구"
"1444","부산광역시 사하구 괴정동","2**","단독","8m미만","29.65","40.00","202409","29","7,000","개인","법인","1970","승학로","-","직거래","-"
"1445","부산광역시 남구 문현동","7**","단독","8m미만","69.40","30.10","202409","29","34,800","개인","개인","1985","자유평화로59번길","-","중개거래","부산 남구, 부산 동래구"
"1446","부산광역시 영도구 신선동2가","1**","단독","8m미만","87.32","98.00","202409","28","20,500","개인","개인","1977","비나리길","-","직거래","-"
"1447","부산광역시 동래구 온천동","1***","단독","8m미만","114.17","159.30","202409","28","61,500","개인","개인","1974","미남로146번길","-","중개거래","부산 동래구"
"1448","부산광역시 연제구 연산동","1***","단독","8m미만","54.64","99.00","202409","28","47,000","법인","개인","1969","중앙대로1048번길","20241004","중개거래","부산 동래구"
"1449","부산광역시 수영구 광안동","4*","단독","8m미만","127.57","136.20","202409","28","45,000","개인","개인","1979","수영로","-","중개거래","부산 수영구"
"1450","부산광역시 해운대구 반송동","2**","단독","8m미만","68.84","50.00","202409","28","10,300","개인","개인","1978","아랫반송로21번길","20241108","중개거래","부산 해운대구"
"1451","부산광역시 금정구 서동","3**","단독","8m미만","83.96","50.00","202409","27","16,000","개인","개인","1980","서동시장길","20241028","중개거래","부산 연제구"
"1452","부산광역시 해운대구 반여동","1***","다가구","8m미만","173.04","54.50","202409","27","7,100","개인","개인","1992","재반로226번길","-","중개거래","부산 금정구, 부산 해운대구"
"1453","부산광역시 금정구 서동","3**","단독","8m미만","83.96","50.00","202409","27","16,000","개인","개인","1980","서동시장길","-","중개거래","부산 연제구"
"1454","부산광역시 금정구 서동","3**","단독","8m미만","24.79","28.00","202409","27","11,700","개인","개인","1973","서동시장길","-","중개거래","부산 금정구, 부산 부산진구"
"1455","부산광역시 부산진구 범전동","7*","단독","8m미만","74.08","119.00","202409","27","83,840","개인","개인","1985","경마장로5번길","-","중개거래","부산 부산진구"
"1456","부산광역시 강서구 봉림동","2*","단독","25m이상","295.73","482.00","202409","27","94,209","개인","개인","2010","가락대로","-","중개거래","부산 강서구"
"1457","부산광역시 동구 범일동","1***","단독","8m미만","54.54","155.00","202409","27","11,700","개인","개인","1987","망양로902번가길","-","중개거래","부산 동구"
"1458","부산광역시 영도구 영선동3가","9*","단독","8m미만","158.66","71.00","202409","27","20,500","개인","개인","1992","해님1길","-","중개거래","부산 영도구"
"1459","부산광역시 수영구 남천동","6*","단독","8m미만","174.93","150.40","202409","27","45,000","개인","법인","1988","남천서로20번길","-","중개거래","부산 해운대구"
"1460","부산광역시 서구 아미동1가","2*","단독","8m미만","25.29","107.40","202409","27","10,800","개인","개인","1945","구덕로165번길","-","중개거래","부산 서구"
"1461","부산광역시 연제구 연산동","1***","단독","8m미만","54.64","99.00","202409","27","47,000","법인","개인","1969","중앙대로1048번길","-","중개거래","부산 동래구"
"1462","부산광역시 남구 용호동","5**","단독","8m미만","68.13","114.00","202409","27","15,000","개인","개인","1979","용호로252번길","-","중개거래","부산 남구"
"1463","부산광역시 사상구 엄궁동","4**","단독","8m미만","131.54","197.00","202409","27","43,700","개인","개인","1978","엄궁북로4번안길","-","중개거래","부산 동구"
"1464","부산광역시 사상구 주례동","6*","단독","12m미만","262.68","208.00","202409","26","86,000","공공기관","개인","1981","가야대로360번길","-","직거래","-"
"1465","부산광역시 중구 대청동4가","4*","단독","8m미만","73.15","58.20","202409","26","7,800","개인","개인","1995","대청북길34번길","-","직거래","-"
"1466","부산광역시 해운대구 반송동","3**","단독","8m미만","60.95","125.00","202409","25","32,140","기타","개인","1978","반송로892번길","-","직거래","-"
"1467","부산광역시 수영구 망미동","4**","단독","8m미만","152.82","150.00","202409","25","20,500","개인","개인","1984","망미배산로10번길","-","중개거래","부산 수영구"
"1468","부산광역시 동래구 온천동","1***","단독","12m미만","109.45","114.00","202409","25","36,000","법인","개인","1975","미남로116번길","-","중개거래","부산 동래구"
"1469","부산광역시 사상구 주례동","4**","다가구","8m미만","127.72","109.00","202409","25","37,500","개인","개인","1976","가야대로","-","중개거래","부산 연제구"
"1470","부산광역시 해운대구 반송동","4*","단독","8m미만","24.08","31.00","202409","25","9,200","개인","개인","1978","윗반송로51번길","-","직거래","-"
"1471","부산광역시 사상구 주례동","4**","다가구","8m미만","127.72","109.00","202409","25","37,500","법인","개인","1976","가야대로","20241022","중개거래","부산 연제구"
"1472","부산광역시 사하구 신평동","6**","단독","8m미만","195.39","132.30","202409","24","35,000","개인","개인","1993","하신번영로163번길","-","중개거래","부산 사하구"
"1473","부산광역시 부산진구 양정동","3**","단독","8m미만","61.82","53.90","202409","24","20,000","개인","개인","1967","동평로405번길","-","직거래","-"
"1474","부산광역시 동래구 명륜동","*","단독","8m미만","130.58","147.00","202409","24","25,000","개인","개인","1980","온천천로","-","중개거래","부산 동래구"
"1475","부산광역시 남구 문현동","1**","단독","8m미만","185.88","270.00","202409","23","58,000","개인","개인","1982","고동골로72번길","20250103","중개거래","부산 금정구"
"1476","부산광역시 연제구 거제동","7**","단독","12m미만","39.67","108.00","202409","23","21,500","개인","개인","1971","화지로","-","중개거래","부산 사상구"
"1477","부산광역시 해운대구 중동","4**","단독","25m미만","42.98","552.00","202409","23","92,000","개인","개인","1936","청사포로","-","중개거래","부산 해운대구"
"1478","부산광역시 영도구 남항동3가","3*","단독","8m미만","27.09","35.00","202409","23","4,000","개인","개인","1985","남항남로9번길","-","직거래","-"
"1479","부산광역시 해운대구 중동","4**","단독","25m미만","42.98","552.00","202409","23","96,100","개인","개인","1936","청사포로","20241003","중개거래","부산 해운대구"
"1480","부산광역시 강서구 신호동","2**","다가구","8m미만","350.53","238.00","202409","22","64,700","개인","개인","2015","신호산단4로76번길","20241015","중개거래","부산 강서구"
"1481","부산광역시 강서구 신호동","2**","다가구","8m미만","350.53","238.00","202409","22","64,700","개인","개인","2015","신호산단4로76번길","-","중개거래","부산 강서구"
"1482","부산광역시 동구 수정동","4**","단독","8m미만","54.94","97.00","202409","21","9,900","개인","개인","1962","수정공원로129번길","20241224","중개거래","부산 동구"
"1483","부산광역시 중구 영주동","2**","단독","8m미만","47.34","74.00","202409","21","10,000","개인","법인","1975","망양로383번안길","-","중개거래","부산 부산진구"
"1484","부산광역시 금정구 부곡동","2**","단독","12m미만","136.19","131.40","202409","20","30,000","개인","개인","1985","동부곡로5번길","-","중개거래","부산 금정구"
"1485","부산광역시 동구 범일동","1***","단독","8m미만","98.70","63.00","202409","20","8,800","개인","개인","2000","범내남로","-","직거래","-"
"1486","부산광역시 사하구 다대동","9**","다가구","8m미만","230.96","185.10","202409","20","32,530","개인","개인","1988","윤공단로51번길","-","직거래","-"
"1487","부산광역시 동구 수정동","7**","단독","8m미만","84.35","63.00","202409","20","3,500","개인","개인","1995","수정공원중로","-","직거래","-"
"1488","부산광역시 부산진구 부암동","2*","단독","12m미만","246.39","103.00","202409","20","95,725","법인","법인","1993","새싹로126번길","-","직거래","-"
"1489","부산광역시 서구 서대신동3가","7**","단독","8m미만","19.83","46.00","202409","20","4,000","개인","개인","1955","대티로133번길","-","직거래","-"
"1490","부산광역시 사하구 당리동","3*","단독","12m미만","194.80","136.00","202409","20","26,389","법인","개인","1992","제석로95번길","-","직거래","-"
"1491","부산광역시 남구 문현동","5*","단독","25m미만","46.20","73.00","202409","19","46,000","개인","개인","2021","고동골로","-","중개거래","부산 남구, 부산 부산진구"
"1492","부산광역시 사하구 장림동","6**","단독","8m미만","73.66","33.00","202409","19","4,000","개인","개인","1977","장림시장7길","-","중개거래","부산 사하구"
"1493","부산광역시 동구 수정동","8**","단독","25m미만","81.65","54.00","202409","19","21,200","개인","개인","1962","수정중로","-","직거래","-"
"1494","부산광역시 사하구 감천동","5**","단독","8m미만","215.20","232.00","202409","19","24,000","개인","개인","1982","감천로83번길","-","직거래","-"
"1495","부산광역시 사하구 신평동","2**","다가구","8m미만","328.62","227.00","202409","18","28,000","개인","개인","1989","장평로299번안길","20241111","중개거래","부산 사하구"
"1496","부산광역시 사하구 신평동","2**","다가구","8m미만","328.62","227.00","202409","18","28,000","개인","개인","1989","장평로299번안길","-","중개거래","부산 사하구"
"1497","부산광역시 수영구 망미동","4**","단독","8m미만","131.00","170.20","202409","17","27,500","개인","개인","1975","망미번영로85번길","-","직거래","-"
"1498","부산광역시 영도구 남항동3가","1**","단독","8m미만","47.77","46.90","202409","16","3,000","개인","개인","1900","절영로94번길","-","직거래","-"
"1499","부산광역시 영도구 영선동2가","1**","단독","8m미만","72.00","49.90","202409","14","7,300","개인","개인","1900","새천년길","-","중개거래","부산 영도구"
"1500","부산광역시 영도구 신선동3가","1**","단독","8m미만","35.62","50.00","202409","14","4,500","개인","개인","1985","해오름1길","-","직거래","-"
"1501","부산광역시 해운대구 재송동","5**","다가구","8m미만","117.03","145.00","202409","14","37,300","개인","개인","1941","재반로27번길","-","중개거래","부산 해운대구"
"1502","부산광역시 수영구 수영동","5**","단독","8m미만","56.20","105.10","202409","14","18,000","개인","개인","1973","수영성로3번길","-","중개거래","부산 수영구"
"1503","부산광역시 사하구 괴정동","5**","단독","8m미만","128.23","150.30","202409","14","38,000","개인","개인","1978","장평로443번길","20240930","중개거래","부산 사하구"
"1504","부산광역시 동구 초량동","1***","단독","8m미만","16.53","117.00","202409","13","23,000","개인","개인","1990","초량중로","-","직거래","-"
"1505","부산광역시 기장군 철마면 이곡리","4**","단독","8m미만","88.70","327.00","202409","12","23,000","개인","개인","1941","이곡길","-","중개거래","부산 기장군"
"1506","부산광역시 강서구 신호동","2**","다가구","8m미만","334.26","224.90","202409","12","65,500","개인","개인","2014","신호산단4로76번길","-","중개거래","부산 강서구"
"1507","부산광역시 수영구 광안동","7**","단독","8m미만","60.83","142.80","202409","12","48,000","개인","개인","1971","장대골로19번길","-","중개거래","부산 수영구"
"1508","부산광역시 해운대구 반송동","3**","단독","12m미만","70.40","118.00","202409","12","12,400","개인","개인","1980","반송로877번가길","-","중개거래","부산 해운대구"
