NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,보증금(만원),층,건축년도,도로명,계약기간,주택유형,전체주소,주택매매가격(만원)
3917,부산광역시 수영구 광안동,191-1,191.0,1.0,광안비치올리브씨,전세,45.0883,202507,"22,000",10.0,2021.0,광안로62번길 10,202508~202708,아파트,부산광역시 수영구 광안동 광안로62번길 10,27500
3920,부산광역시 기장군 기장읍 동부리,374-11,374.0,11.0,동산그린타워,전세,59.51,202507,"9,000",5.0,1992.0,차성동로122번길 30,202509~202709,아파트,부산광역시 기장군 기장읍 동부리 차성동로122번길 30,17300
3932,부산광역시 사상구 학장동,573-1,573.0,1.0,반도보라타운,전세,59.88,202507,"12,000",10.0,1994.0,대동로 98,202508~202707,아파트,부산광역시 사상구 학장동 대동로 98,16500
3967,부산광역시 해운대구 반여동,692-6,692.0,6.0,센텀SD,전세,82.094,202507,"10,000",5.0,1993.0,삼어로 149,202508~202708,아파트,부산광역시 해운대구 반여동 삼어로 149,21500
3984,부산광역시 해운대구 우동,1562,1562.0,0.0,해운대센트럴푸르지오,전세,84.4374,202507,"33,600",4.0,2023.0,해운대로 650,202507~202707,아파트,부산광역시 해운대구 우동 해운대로 650,94600
3985,부산광역시 해운대구 우동,956-42,956.0,42.0,해운대엔스타,전세,84.68,202507,"27,000",10.0,2011.0,해운대로483번가길 39,202509~202708,아파트,부산광역시 해운대구 우동 해운대로483번가길 39,29000
3994,부산광역시 동래구 사직동,113-1,113.0,1.0,대륙코리아나,전세,84.0,202507,"22,500",1.0,1992.0,아시아드대로114번길 10,202508~202708,아파트,부산광역시 동래구 사직동 아시아드대로114번길 10,38000
4020,부산광역시 부산진구 전포동,171-2,171.0,2.0,서면앙쥬빌주상복합,전세,17.92,202507,"5,000",10.0,2012.0,전포대로 282,202508~202708,아파트,부산광역시 부산진구 전포동 전포대로 282,4500
4030,부산광역시 부산진구 양정동,386-3,386.0,3.0,양정클래스원,전세,49.896,202507,"18,000",7.0,2016.0,동평로 400,202508~202708,아파트,부산광역시 부산진구 양정동 동평로 400,17800
4034,부산광역시 동구 수정동,389-20,389.0,20.0,북항에코하임센트럴뷰,전세,48.176,202507,"19,000",5.0,2023.0,초량상로 138,202508~202708,아파트,부산광역시 동구 수정동 초량상로 138,29427
4043,부산광역시 부산진구 가야동,160,160.0,0.0,삼우,전세,61.49,202507,"12,500",3.0,1981.0,가야공원로14번길 18,202107~202707,아파트,부산광역시 부산진구 가야동 가야공원로14번길 18,9000
4045,부산광역시 동구 범일동,154,154.0,0.0,성무아이반스타,전세,47.28,202507,"16,500",13.0,2018.0,정공단로 47-1,202507~202707,아파트,부산광역시 동구 범일동 정공단로 47-1,17000
4059,부산광역시 부산진구 부암동,Mar.48,48.0,3.0,타워베르빌,전세,84.814,202507,"20,500",15.0,2005.0,시민공원로19번길 65,202507~202707,아파트,부산광역시 부산진구 부암동 시민공원로19번길 65,28800
4060,부산광역시 동래구 낙민동,Jan.83,83.0,1.0,동래우성,전세,59.64,202507,"14,000",1.0,1997.0,안남로 17,202507~202707,아파트,부산광역시 동래구 낙민동 안남로 17,33400
4069,부산광역시 서구 서대신동3가,9월 19일,19.0,9.0,대림e편한세상,전세,59.85,202507,"15,000",19.0,1998.0,보수대로320번길 11,202509~202709,아파트,부산광역시 서구 서대신동3가 보수대로320번길 11,21500
4071,부산광역시 부산진구 당감동,Jan.99,99.0,1.0,서면봄여름가을겨울,전세,63.27,202507,"23,000",12.0,2015.0,가야대로691번길 19,202507~202707,아파트,부산광역시 부산진구 당감동 가야대로691번길 19,22800
4100,부산광역시 해운대구 재송동,1302,1302.0,0.0,센텀피오레1차,전세,84.9446,202507,"26,000",18.0,2005.0,수영강변대로 382,202508~202708,아파트,부산광역시 해운대구 재송동 수영강변대로 382,46000
4106,부산광역시 해운대구 중동,277,277.0,0.0,청목마리안,전세,84.8348,202507,"25,000",5.0,2004.0,해운대로767번길 15,202508~202708,아파트,부산광역시 해운대구 중동 해운대로767번길 15,47000
4109,부산광역시 남구 용호동,242-1,242.0,1.0,가람빌리지,전세,48.03,202507,"7,500",4.0,1992.0,동명로101번길 123,202508~202708,아파트,부산광역시 남구 용호동 동명로101번길 123,19200
4112,부산광역시 북구 만덕동,925-1,925.0,1.0,동원,전세,59.84,202507,"12,500",8.0,1992.0,덕천로234번길 7,202508~202708,아파트,부산광역시 북구 만덕동 덕천로234번길 7,14500
4118,부산광역시 동래구 온천동,460-6,460.0,6.0,온천동유림노르웨이숲,전세,67.8868,202507,"30,000",22.0,2018.0,중앙대로 1453,202508~202708,아파트,부산광역시 동래구 온천동 중앙대로 1453,45500
4144,부산광역시 수영구 광안동,539-1,539.0,1.0,광명(539-1),전세,81.72,202507,"10,000",5.0,1975.0,광일로67번길 68,202508~202708,아파트,부산광역시 수영구 광안동 광일로67번길 68,34500
4153,부산광역시 기장군 정관읍 용수리,1364,1364.0,0.0,정관신도시롯데캐슬,전세,84.85,202507,"24,000",11.0,2008.0,정관3로 52,202509~202709,아파트,부산광역시 기장군 정관읍 용수리 정관3로 52,34500
4172,부산광역시 금정구 구서동,1006-2,1006.0,2.0,선경3,전세,84.82,202507,"19,000",8.0,1989.0,금강로565번길 54,202508~202708,아파트,부산광역시 금정구 구서동 금강로565번길 54,60000
4183,부산광역시 해운대구 좌동,1273,1273.0,0.0,대창,전세,134.64,202507,"41,000",5.0,1996.0,대천로67번길 7,202507~202707,아파트,부산광역시 해운대구 좌동 대천로67번길 7,48000
4186,부산광역시 금정구 부곡동,971,971.0,0.0,삼한사랑채,전세,61.1282,202507,"15,000",2.0,2015.0,동현로47번길 22,202508~202708,아파트,부산광역시 금정구 부곡동 동현로47번길 22,23500
4189,부산광역시 강서구 명지동,Jan.99,3599.0,1.0,e편한세상명지,전세,87.852,202507,"29,000",15.0,2019.0,명지국제2로 80,202508~202708,아파트,부산광역시 강서구 명지동 명지국제2로 80,51300
4191,부산광역시 사하구 다대동,113,113.0,0.0,신다대,전세,39.78,202507,"5,500",1.0,1991.0,다대로 400,202507~202707,아파트,부산광역시 사하구 다대동 다대로 400,5500
4196,부산광역시 금정구 구서동,1074,1074.0,0.0,구서SKVIEW1단지,전세,100.9827,202507,"45,000",13.0,2016.0,금샘로246번길 18,202508~202708,아파트,부산광역시 금정구 구서동 금샘로246번길 18,59500
4197,부산광역시 금정구 장전동,651-31,651.0,31.0,드림아트온,전세,58.2169,202507,"20,000",2.0,2017.0,식물원로9번길 26,202508~202708,아파트,부산광역시 금정구 장전동 식물원로9번길 26,18500
4203,부산광역시 사하구 감천동,803-42,803.0,42.0,해태,전세,59.69,202507,"9,000",2.0,2000.0,사하로 74-6,202507~202707,아파트,부산광역시 사하구 감천동 사하로 74-6,15100
4208,부산광역시 사하구 당리동,7월 16일,16.0,7.0,당리동1차동원베네스트,전세,84.7606,202507,"17,000",1.0,2005.0,제석로 160,202507~202707,아파트,부산광역시 사하구 당리동 제석로 160,16700
4217,부산광역시 남구 우암동,Jan.53,53.0,1.0,뉴서울,전세,59.84,202507,"15,000",13.0,1996.0,유엔로 10,202507~202707,아파트,부산광역시 남구 우암동 유엔로 10,20200
4228,부산광역시 해운대구 우동,1549,1549.0,0.0,해운대비스타동원,전세,84.9483,202507,"45,000",39.0,2019.0,해운대로 663,202508~202708,아파트,부산광역시 해운대구 우동 해운대로 663,94000
4248,부산광역시 부산진구 범천동,842-2,842.0,2.0,두산위브센티움,전세,84.93,202507,"30,000",8.0,2005.0,자유평화로37번길 67,202508~202708,아파트,부산광역시 부산진구 범천동 자유평화로37번길 67,36700
4289,부산광역시 사상구 주례동,530-5,530.0,5.0,현대무지개타운,전세,84.99,202507,"15,000",5.0,1993.0,주례로 93,202507~202707,아파트,부산광역시 사상구 주례동 주례로 93,19100
4315,부산광역시 수영구 망미동,1154,1154.0,0.0,이편한세상1차,전세,84.9357,202507,"27,000",17.0,2004.0,좌수영로 176,202508~202708,아파트,부산광역시 수영구 망미동 좌수영로 176,48500
4348,부산광역시 기장군 정관읍 매학리,41,41.0,0.0,형진강변프라자,전세,82.52,202507,"13,000",7.0,1992.0,정관중앙로 83-13,202507~202707,아파트,부산광역시 기장군 정관읍 매학리 정관중앙로 83-13,13000
4360,부산광역시 동래구 온천동,172-35,172.0,35.0,협성스카이라인80,전세,31.94,202507,"7,000",10.0,2004.0,중앙대로1473번길 14-12,202509~202709,아파트,부산광역시 동래구 온천동 중앙대로1473번길 14-12,7100
4376,부산광역시 해운대구 재송동,1355,1355.0,0.0,센텀리슈빌2단지,전세,84.9916,202507,"38,000",13.0,2019.0,해운대로76번길 40,202509~202709,아파트,부산광역시 해운대구 재송동 해운대로76번길 40,68600
4378,부산광역시 북구 금곡동,832,832.0,0.0,동원역삼정그린코아,전세,71.0496,202507,"23,500",7.0,2014.0,효열로 135,202508~202708,아파트,부산광역시 북구 금곡동 효열로 135,36300
4407,부산광역시 강서구 명지동,3244,3244.0,0.0,롯데캐슬,전세,101.88,202507,"30,000",3.0,2008.0,명지오션시티11로 84,202507~202707,아파트,부산광역시 강서구 명지동 명지오션시티11로 84,38500
4430,부산광역시 부산진구 당감동,623-2,623.0,2.0,동남주상복합,전세,84.83,202507,"11,000",6.0,2003.0,백양순환로 9,202507~202707,아파트,부산광역시 부산진구 당감동 백양순환로 9,21000
4434,부산광역시 동구 좌천동,1168,1168.0,0.0,두산위브범일뉴타운,전세,84.9959,202507,"27,000",17.0,2006.0,성남일로 5,202509~202709,아파트,부산광역시 동구 좌천동 성남일로 5,25700
4481,부산광역시 부산진구 전포동,890-1,890.0,1.0,한일유앤아이(890-1),전세,84.89,202506,"25,000",5.0,2006.0,전포대로171번길 13,202510~202709,아파트,부산광역시 부산진구 전포동 전포대로171번길 13,26800
4489,부산광역시 동구 좌천동,548,548.0,0.0,린다스마트포레,전세,48.209,202506,"16,600",14.0,2018.0,정공단로 8,202509~202709,아파트,부산광역시 동구 좌천동 정공단로 8,19500
4491,부산광역시 부산진구 범천동,842-28,842.0,28.0,리츠캐슬,전세,72.35,202506,"24,000",8.0,2019.0,중앙번영로 26,202509~202709,아파트,부산광역시 부산진구 범천동 중앙번영로 26,27000
4499,부산광역시 동래구 명장동,1월 24일,24.0,1.0,조양,전세,60.69,202506,"12,000",4.0,1983.0,반송로273번길 2,202509~202709,아파트,부산광역시 동래구 명장동 반송로273번길 2,22200
4519,부산광역시 북구 화명동,2307,2307.0,0.0,화명2차현대,전세,59.9358,202506,"22,000",19.0,2001.0,화명신도시로 48,202509~202709,아파트,부산광역시 북구 화명동 화명신도시로 48,38300
4521,부산광역시 해운대구 중동,1788,1788.0,0.0,해운대경남아너스빌,전세,84.9829,202506,"40,000",27.0,2012.0,해운대로 732,202509~202709,아파트,부산광역시 해운대구 중동 해운대로 732,73250
4537,부산광역시 남구 감만동,627,627.0,0.0,감만우성스마트시티뷰,전세,61.3914,202506,"24,000",15.0,2023.0,우암로104번길 20,202508~202708,아파트,부산광역시 남구 감만동 우암로104번길 20,42600
4539,부산광역시 해운대구 중동,1554,1554.0,0.0,아크로뷰,전세,24.93,202506,"7,000",6.0,2004.0,우동3로 4,202507~202707,아파트,부산광역시 해운대구 중동 우동3로 4,7500
4577,부산광역시 수영구 광안동,1046-7,1046.0,7.0,상아,전세,73.34,202506,"19,000",6.0,1988.0,광서로 54,202508~202708,아파트,부산광역시 수영구 광안동 광서로 54,23800
4585,부산광역시 기장군 정관읍 용수리,1322,1322.0,0.0,정관신동아파밀리에,전세,107.83,202506,"30,500",7.0,2008.0,정관5로 75,202508~202708,아파트,부산광역시 기장군 정관읍 용수리 정관5로 75,33200
4586,부산광역시 연제구 거제동,1466-17,1466.0,17.0,온천천쌍용예가,전세,84.945,202506,"23,000",9.0,2006.0,세병로 68,202506~202611,아파트,부산광역시 연제구 거제동 세병로 68,43500
4588,부산광역시 연제구 거제동,1515,1515.0,0.0,일동미라주리버,전세,84.9605,202506,"20,000",8.0,2014.0,세병로 74,202508~202708,아파트,부산광역시 연제구 거제동 세병로 74,49500
4589,부산광역시 연제구 거제동,917-1,917.0,1.0,대우,전세,84.94,202506,"23,000",7.0,1993.0,아시아드대로28번길 9,202508~202707,아파트,부산광역시 연제구 거제동 아시아드대로28번길 9,32500
4592,부산광역시 연제구 거제동,577-1,577.0,1.0,연제그린타워,전세,124.5,202506,"29,000",18.0,1999.0,거제천로87번길 30,202507~202707,아파트,부산광역시 연제구 거제동 거제천로87번길 30,23850
4618,부산광역시 금정구 구서동,415-20,415.0,20.0,경희빌리지,전세,84.95,202506,"15,000",3.0,2004.0,수림로50번길 130,202506~202706,아파트,부산광역시 금정구 구서동 수림로50번길 130,25500
4627,부산광역시 사하구 하단동,1175,1175.0,0.0,가락타운2,전세,138.56,202506,"30,000",9.0,1992.0,하신번영로 233,202508~202708,아파트,부산광역시 사하구 하단동 하신번영로 233,37800
4632,부산광역시 북구 화명동,1293-1,1293.0,1.0,e편한세상화명힐스,전세,84.98,202506,"35,000",5.0,2015.0,화명대로 68,202509~202709,아파트,부산광역시 북구 화명동 화명대로 68,56600
4638,부산광역시 북구 덕천동,373-1,373.0,1.0,덕천삼정그린코아,전세,84.3659,202506,"22,000",10.0,2007.0,만덕대로155번길 15,202508~202708,아파트,부산광역시 북구 덕천동 만덕대로155번길 15,24500
4650,부산광역시 연제구 거제동,163-1,163.0,1.0,태경썬싸인,전세,59.85,202506,"17,000",5.0,1995.0,중앙대로1226번길 30,202508~202708,아파트,부산광역시 연제구 거제동 중앙대로1226번길 30,50000
4656,부산광역시 사상구 모라동,203,203.0,0.0,모라벽산,전세,84.9,202506,"16,500",13.0,2001.0,백양대로934번길 84,202506~202706,아파트,부산광역시 사상구 모라동 백양대로934번길 84,17500
4662,부산광역시 기장군 기장읍 동부리,377-2,377.0,2.0,동산백조,전세,71.61,202506,"9,000",4.0,1991.0,차성동로142번길 12-8,202507~202707,아파트,부산광역시 기장군 기장읍 동부리 차성동로142번길 12-8,9800
4696,부산광역시 남구 문현동,1234,1234.0,0.0,베스티움,전세,84.7769,202506,"40,000",17.0,2019.0,고동골로 29,202507~202707,아파트,부산광역시 남구 문현동 고동골로 29,57000
4707,부산광역시 남구 용호동,481-8,481.0,8.0,동방파크,전세,68.14,202506,"9,000",3.0,1989.0,용호로198번길 39,202507~202707,아파트,부산광역시 남구 용호동 용호로198번길 39,10000
4718,부산광역시 북구 구포동,923-119,923.0,119.0,구포대성아파트,전세,55.02,202506,"7,000",5.0,1986.0,구남언덕로20번길 7,202507~202707,아파트,부산광역시 북구 구포동 구남언덕로20번길 7,9500
4719,부산광역시 해운대구 반송동,887,887.0,0.0,남흥,전세,84.88,202506,"15,000",3.0,1996.0,신반송로 163,202507~202707,아파트,부산광역시 해운대구 반송동 신반송로 163,21500
4722,부산광역시 해운대구 반송동,872,872.0,0.0,삼한2,전세,84.9,202506,"16,000",18.0,1997.0,신반송로 102,202506~202706,아파트,부산광역시 해운대구 반송동 신반송로 102,17000
4728,부산광역시 사하구 장림동,16,16.0,0.0,신세대지큐빌,전세,49.14,202506,"8,300",3.0,2003.0,다대로277번길 85,202507~202707,아파트,부산광역시 사하구 장림동 다대로277번길 85,13500
